0,name,Capacity Up 1
0,description,Increases your max CP by 1.
1,name,Capacity Up 2
1,description,Increases your max CP by 2.
2,name,Capacity Up 3
2,description,Increases your max CP by 3.
3,name,Capacity Up 4
3,description,Increases your max CP by 4.
4,name,Special
4,description,"Unleashes your hidden power, which
gives access to your 2nd Mystic Arte."
5,name,Inflame 1
5,description,Increases fire-elemental damage by 10%.
6,name,Inflame 2
6,description,Increases fire-elemental damage by 15%.
7,name,Inflame 3
7,description,Increases fire-elemental damage by 20%.
8,name,Hydrate 1
8,description,Increases water-element damage by 10%.
9,name,Hydrate 2
9,description,Increases water-element damage by 15%.
10,name,Hydrate 3
10,description,Increases water-element damage by 20%.
11,name,Mineralize 1
11,description,Increases earth-element damage by 10%.
12,name,Mineralize 2
12,description,Increases earth-element damage by 15%.
13,name,Mineralize 3
13,description,Increases earth-element damage by 20%.
14,name,Aerate 1
14,description,Increases wind-element damage by 10%.
15,name,Aerate 2
15,description,Increases wind-element damage by 10%.
16,name,Aerate 3
16,description,Increases wind-element damage by 10%.
17,name,Electrify 1
17,description,Increases lightning-element damage by 10%.
18,name,Electrify 2
18,description,Increases lightning-element damage by 15%.
19,name,Electrify 3
19,description,Increases lightning-element damage by 20%.
20,name,Illuminate 1
20,description,Increases light-element damage by 10%.
21,name,Illuminate 2
21,description,Increases light-element damage by 15%.
22,name,Illuminate 3
22,description,Increases light-element damage by 20%.
23,name,Eclipse 1
23,description,Increases dark-elemental damage by 10%.
24,name,Eclipse 2
24,description,Increases dark-elemental damage by 15%.
25,name,Eclipse 3
25,description,Increases dark-elemental damage by 20%.
26,name,Combo Plus
26,description,"Adds an extra regular attack for every
iteration of this skill equipped."
27,name,Base Plus
27,description,"Lets you chain an extra base arte for
every iteration of this skill equipped."
28,name,Master Plus
28,description,"Lets you chain an extra master arte for
every iteration of this skill equipped."
29,name,Arcane Plus
29,description,"Lets you chain an extra arcane arte for
every iteration of this skill equipped."
30,name,Route Breaker
30,description,"You can chain together base, master,
and arcane artes in any order."
31,name,Repeat
31,description,"Lets you repeat the same arte. Must be used
in conjunction with Base/Master/Arcane Plus."
32,name,Toxic Attack
32,description,"10% probability of poisoning an enemy
when a regular hit connects."
33,name,Anesthetic Attack
33,description,"10% probability of paralyzing an enemy
when a regular hit connects."
34,name,Heavy Hit
34,description,"Increases the probability of enemies
being stunned by physical attacks."
35,name,Stun Magic
35,description,"Increases the probability of enemies
being stunned by spells."
36,name,Stun Extender
36,description,Increases enemy stun time by 50%.
37,name,Staggering Strike
37,description,"Increases the length of time for which
enemies are staggered by critical hits."
38,name,Critical
38,description,"Increases the chance of inflicting a
critical hit by 10%."
39,name,Knocked Down
39,description,"Increases the length of time for which
enemies are knocked down by 1.5 times."
40,name,Knocked Down 2
40,description,"Doubles the length of time for which
enemies are knocked down."
41,name,Destroyer
41,description,"Every attack will break the enemy's
iron stance twice as fast."
42,name,Counterstrike
42,description,"Increases damage inflicted by guard
counters by 50%."
43,name,Counterstun
43,description,"Increases the chance of enemies being
stunned by guard counters."
44,name,Conserve TP
44,description,Decreases the TP cost of all artes by 10%.
45,name,Conserve TP 2
45,description,Decreases the TP cost of all artes by 30%.
46,name,Conserve TP 3
46,description,Decreases the TP cost of all artes by 50%.
47,name,Heavy Attack
47,description,"Doubles TP cost in order to increase
arte damage by 50%."
48,name,Heavy Magic
48,description,"Lengthens the casting time of attack artes
in order to increase their damage by 50%."
49,name,Lite Magic
49,description,"Shortens the casting time of attack artes,
but decreases their damage by 50%."
50,name,Speed Cast 1
50,description,Reduces casting times by 5%.
51,name,Speed Cast 2
51,description,Reduces casting times by 10%.
52,name,Speed Cast 3
52,description,Reduces casting times by 15%.
53,name,Recast
53,description,"Canceled artes are resumed from the point
at which their casting was interrupted."
54,name,Absolute Reduction
54,description,"20% chance of the casting cost of a spell
arte being reduced to 0 TP."
55,name,Minimum Damage
55,description,Damage dealt is reduced to 1.
56,name,Quarter Damage
56,description,Damage dealt is reduced by 75%.
57,name,Half Damage
57,description,Damage dealt is reduced by 50%.
58,name,Flame Retardant 1
58,description,"Reduces any fire-element damage
sustained by 10%."
59,name,Flame Retardant 2
59,description,"Reduces any fire-element damage
sustained by 30%."
60,name,Flame Retardant 3
60,description,"Reduces any fire-element damage
sustained by 50%."
61,name,Water Resistant 1
61,description,"Reduces any water-element damage
sustained by 10%."
62,name,Water Resistant 2
62,description,"Reduces any water-element damage
sustained by 30%."
63,name,Water Resistant 3
63,description,"Reduces any water-element damage
sustained by 50%."
64,name,Quakeproof 1
64,description,"Reduces any earth-element damage
sustained by 10%."
65,name,Quakeproof 2
65,description,"Reduces any earth-element damage
sustained by 30%."
66,name,Quakeproof 3
66,description,"Reduces any earth-element damage
sustained by 50%."
67,name,Wind Shield 1
67,description,"Reduces any wind-element damage
sustained by 10%."
68,name,Wind Shield 2
68,description,"Reduces any wind-element damage
sustained by 30%."
69,name,Wind Shield 3
69,description,"Reduces any wind-element damage
sustained by 50%."
70,name,Insulator 1
70,description,"Reduces any lightning-element damage
sustained by 10%."
71,name,Insulator 2
71,description,"Reduces any lightning-element damage
sustained by 30%."
72,name,Insulator 3
