0,0,なし
0,1,なし
0,2,なし
0,3,なし
0,4,なし
0,5,なし
0,6,なし
0,7,なし
0,8,なし
0,9,なし
0,10,Is this guy right in the head?
0,11,You’re completely unreliable.
0,12,If only you were more dependable.
0,13,You’ve been working harder lately!
0,14,You’re super fun to tease.
0,15,"Y’know, you’re pretty nice."
0,16,I’m counting on you!
0,17,It’s always fun when I’m with you.
0,18,I’m glad that we met.
0,19,Keep up the good work.
0,20,What a gloomy guy.
0,21,"You’ve gotta speak up, man."
0,22,A bit naive but your heart is good.
0,23,"You’re working it out, little by little!"
0,24,I ain’t gonna lose to you too!
0,25,"You’re a real tease, man."
0,26,You’re the best bro I’ve ever had.
0,27,I’m grateful for our past live’s fate.
0,28,I can trust you to fight by my side.
0,29,I’ll protect you with all my might!
0,30,Fate sure is strange...
0,31,If only you could open up more.
0,32,Let’s talk about lots of things!
0,33,You must learn to love yourself.
0,34,Is this what a little brother is like?
0,35,It seems you’re really working hard.
0,36,You’ve become much more reliable.
0,37,I feel far more safe with you nearby.
0,38,I’m glad I met such a great ally.
0,39,I entrust you with watching my back.
0,40,I’m not here to babysit.
0,41,You’re in my way.
0,42,What a timid brat.
0,43,I’m reassessing you...
0,44,You’re surprisingly capable.
0,45,Not a bad ally.
0,46,You have a promising future.
0,47,You’re becoming far more reliable.
0,48,I can trust you to have my back.
0,49,"You don’t need to say it, I know."
0,50,This fella’s a bit unreliable.
0,51,What would ya do without me?
0,52,What a high-maintenance kid.
0,53,Ye’ve been doin’ quite good lately
0,54,Ya sure have gotten purty bold.
0,55,Ah hafta do mah best too!
0,56,Ah’m glad ya got mah back!
0,57,Bein’ with ya makes mah all fuzzy.
0,58,The one ah care ’bout the most!
0,59,Ah’ll protect ya!
0,60,Ruca Milda... Interesting...
0,61,I’ll never get tired of watching you.
0,62,You’re more mature than I thought.
0,63,If only you opened up to me more.
0,64,Guess I’ll have to meet you halfway.
0,65,You’ve been doing great lately.
0,66,You’re a bit more reliable now.
0,67,You’ve grown!
0,68,It’s pleasant to be around you.
0,69,"""Bonds""... Not so bad, after all."
0,70,Remembering name hard...
0,71,Ruca is good person.
0,72,Want to know more about Ruca.
0,73,QQ’s friend!
0,74,Glad you rely on me.
0,75,An ally I can trust.
0,76,Ruca is really trying hard.
0,77,I count you have my back!
0,78,We won’t lose to anyone!
0,79,QQ likes Ruca a lot!
1,0,What a really cute girl...
1,1,"I’m not good enough for you, am I?"
1,2,If I’m more like Asura then...
1,3,I have to be braver!
1,4,I want to get along with you...
1,5,It’s always fun being with you.
1,6,If only I could support you...
1,7,I want to be together forever...
1,8,I’m really glad I met you.
1,9,"Illia, you’re the one I want to protect."
1,10,なし
