0,ファイアボール
1,スパイラルフレア
2,エクスプロード
3,アイスニードル
4,スプレッド
5,インブレイスエンド
6,ストーンブラスト
7,マッシブロック
8,グランドダッシャー
9,ウィンドカッター
10,クロスウィンド
11,サイクロン
12,ライトニング
13,スパークウェブ
14,サンダーブレード
15,フォトン
16,レイ
17,グランドクロス
18,シャドウエッジ
19,デモンズランス
20,ブラックホール
21,ピコハン
22,ファーストエイド
23,ヒール
24,キュア
25,ナース
26,リザレクション
27,ヒールオブアース
28,ソウルオブアース
29,リカバー
30,ディスペル
31,アンチマジック
32,レイズデッド
33,シャープネス
34,バリアー
35,アスティオン
36,レジスト
37,スポイル・ウェポン
38,スポイル・アーマー
39,スポイル・マインド
40,スポイル・レジスト
41,
42,
43,ワイルドラッシュ
44,
45,アースブレイカー
46,ブラッディソウル
47,Ｂ・インパクト
48,チャージファング
49,
50,
51,ディズィーボム
52,アサルトトリガー
53,ヘブンズラダー
54,ジャッジメント
55,Ｐ・パーミット
56,
57,青魂零呪
58,秘剣封縛
59,
60,桜花乱舞
61,モータル・シャドウ
62,
63,ヤクトラーゼン
64,
65,
66,
67,
68,スタークニヒト
69,ナハトエルガー
70,エヒト・シュワルツ
71,
72,
73,
74,崩襲撃
75,旋風槍
76,殺撃槍
77,天破剛雷槍
78,旋風槍・追連
79,烈震雷光撃
80,煉舞羅刹槍
81,
82,火旋輪
83,炎舞陣
84,鳳凰天駆
85,空牙嵐蹴旋
86,殺劇舞荒拳
87,
88,鳶氷雨
89,風梟
90,荒鷹
91,銃狗鷲・番風
92,
93,アサルトダンス
94,ラウンドエッジ
95,ネガティブホルダー
96,カタラクトレイ
97,スプリームエレメンツ
98,
99,
100,
101,
102,
103,
104,
105,
106,
107,
108,
109,
110,
111,
112,
113,
114,
115,
116,ウィークパウダー
117,パラライズパウダー
118,フィアーパウダー
119,ブリットルパウダー
120,
121,
122,
123,
124,
125,
126,
127,
128,
129,
130,
131,
132,
133,
134,
135,
136,
137,
138,
139,ポイズンジェル
140,ウィークジェル
141,パラライズジェル
142,ポイズンスポア
143,ウィークスポア
144,パラライズスポア
145,フィアースポア
146,
147,ショックハウリング
148,
149,
150,
151,ポイズンスポア
152,ストーンスポア
153,ブリットルスポア
154,
155,フレイムブレス
156,アースブレス
157,ホーリーブレス
158,
159,
160,
161,
162,
163,
164,
165,
166,
167,
168,
169,
170,ストーンスモッグ
171,スキャタースモッグ
172,
173,
174,フレアボール
175,
176,
177,アースダイブ
178,
179,
180,
181,
182,ポイズンピック
183,
184,
185,スタンプレス
186,
187,
188,
189,
190,リミットアブソーブ
191,
192,
193,
194,
195,
196,
197,
198,デストロイボム
199,
200,フレアグレネード
201,
202,
203,
204,
205,プロトンボム
206,バリオンレーザー
207,バリオンレーザー
208,
209,
210,
211,
212,スティングレーザー
213,
214,
215,テラーシャウト
216,
217,
218,
219,轟崩襲撃
220,魔神剣・王牙
221,
222,魔王絶葬陣
223,
224,
225,
226,オクトストローク
227,アブラプトエンド
228,アブラプトエンド
229,
230,冥光襲烈閃
231,冥光襲烈陣
232,
233,瞬迅月華衝
234,紅蓮襲爪刃
235,紅蓮瞬迅衝
236,魔王界滅刃
237,
238,
239,シャドーネイル
240,スキャッター
241,
242,
243,
244,ベノムガッシュ
245,
246,
247,
248,
249,
250,アースウェイブ
251,
252,アースウォール
253,
254,
255,
256,
257,
258,
259,スクリューハンマー
260,フレアボム
261,マーシレスハント
262,瞬迅槍
263,光波刃
264,牙突衝
265,空襲刃
266,聖煌輪
267,牙突飛燕衝
268,光波連刃
269,空襲閃光翔
270,守護方陣
271,崩龍斬光刃
272,天翔光波刃
273,魔神剣
274,瞬迅衝
275,崩襲剣
276,真空破斬
277,爆炎剣
278,裂空斬
279,轟衝破斬
280,鳳凰天駆
281,紅蓮剣
282,魔王炎撃破
283,烈火爆炎走
284,熱波旋風陣
285,鳳凰天翔駆
286,魔王爆炎槍
