8115CF44,テイルズ オブ イノセンス R
8115CFB8,テイルズ オブ イノセンス R
8115D03C,%sを調べた
8115D04C,%dガルド発見
8115D060,失敗
8115D068,何も持っていない
8115D084,%sを盗んだ
8115D094,%sの調理に
8115D0A4,成功！
8115D0C8,経験値×n
8115D0D8,ガルド×n
8115D0E8,グレード＋n
8115D0FC,AP×n
8115D104,n
8115D108,OVL＋n％
8115D114,HP＋n％
8115D120,TP＋n％
8115D140,Hit
8115D144,で
8115D148,秒
8115D14C,回
8115D150,個
8115D154,体撃破
8115D160,内容
8115D168,条件
8115D170,報酬
8115D178,状況
8115D180,進行中
8115D18C,成功
8115D194,失敗
8115D19C,【
8115D1A0,Ｈ
8115D1A4,Ｐ
8115D1A8,】
8115D1AC,耐
8115D1B0,性
8115D1B4,味方全体
8115D1C4,敵全体
8115D688,作戦変更
8115D698,カメラ変更
8115D6A8,操作キャラ変更
8115D6C0,ミッション
8115D6D0,近い
8115D6D8,普通
8115D6E0,遠い
8115D6E8,作戦１
8115D6F4,作戦２
8115D700,作戦３
8115D70C,作戦４
8115D718,"０１２３４５６７８９＋－？×．/"""
8115D75C,次へ
8115D764,スキップ
8115D774,終了
8115D77C,LV.
8115D780,グレード詳細
8115D8B8,Ａ
8115D8BC,Ｂ
8115D8C0,Ｃ
8115D8C4,Ｄ
8115D8DC,%sを覚えた
8115D8F4,逃走した
8115D904,全滅した
8115D934,料理実行
8115D9E0,イベントをスキップしますか？
8115DA0C,はい
8115DA14,いいえ
8115DAA4,
8115DAA8,フィールドへ
8115DABC,入る
8115DAC4,出る
8115DACC,上る
8115DAD4,下りる
8115DAE0,調べる
8115DAEC,話す
8115DAF4,開ける
8115DB00,セーブ
8115DB0C,動かす
8115DB18,乗る
8115DB20,降りる
8115DCA0,全体
8115DCA8,タウン
8115DCB4,ダンジョン
8115DCC4,FieldEffect
8115E034,%s：
8115E0F0,前に戻る
8115E100,宝箱の中は空っぽだった…
8115E128,"%c%c%c%c%c×%d%s
%s"
8115E140,を持ちきれません
8115E15C,中身を捨てますか？
8115E178,はい
8115E180,いいえ
8115E18C,"%c%c%c%c%c×%d%s
%d%s"
8115E1A4,個取得して、残りを捨てますか？
8115E1E8,の称号
8115E1F4,を手に入れた！
8115E224,%c%c%c%c%c%s
8115E234,のレシピを手に入れた！
8115E258,%c%c%c%c%c×%d%s
8115E26C,を渡した！
8115E27C,を落とした…
8115E290,を習得した！
8115E2A4,%d%s
8115E2AC,ガルドを手に入れた！
8115E2CC,ガルドを失った…
8115E2E8,%s
8115E2EC,宝箱の中身は魔物だった！
8115E314,%sと%sの絆が少し強まった！
8115E33C,%sと%sの絆が強まった！
8115E35C,%sと%sの絆が大きく強まった！
8115E388,%sと%sの絆がダウン
8115E3A4,全員の絆が強まった！
8115E3FC,ムービー鑑賞
8115E410,No.
8115E41C,収集率
8115E434,%s？
8115E43C,スキット鑑賞
8115E458,メイン関連
8115E468,世界観
8115E474,前世
8115E47C,絆
8115E480,雑談
8115E488,料理
8115E490,戦闘
8115E4A4,ガルド
8115E4B0,宿泊しますか？
8115E4C8,はい
8115E4D0,いいえ
8115EB7C,トロフィーデータセットアップ中です・・・
8115EBBC,トロフィーデータセットアップ中です
8115EC1C,物攻
8115EC24,術攻
8115EC2C,物防
8115EC34,術防
8115EC3C,%sを下げる
8115EC4C,%sを上げる
8115EC5C,毒
8115EC60,衰弱
8115EC68,麻痺
8115EC70,恐怖
8115EC78,石化
8115EC80,戦闘不能
8115EC90,%s
8115EC94,全状態異常
8115ECA4,を治療
8115ECB0,無
8115ECB4,火
8115ECB8,水
8115ECBC,土
8115ECC0,風
8115ECC4,雷
8115ECC8,光
8115ECCC,闇
8115ECD0,アイテムを盗む
8115ECE8,%s属性
8115ECF4, 
8115ECF8,空中可
8115ED04,HP%d％回復
8115ED14,ガルドを探す
8115ED28,状態変化を解除
8115ED40,状態異常・変化を解除
8115F2A4,ＬＶ．
8115F2B0,/
8115F2B4,×
8115F2B8,０１２３４５６７８９－
8115F2E8,決定
8115F2F0,戻る
8115F2F8,PT編成
8115F304,入替
8115F30C,戦闘非参加
8115F31C,PTトップ切替
8115F330,PT切替
8115F33C,戦闘参加
8115F34C,はずす
8115F358,SLOT切替
8115F364,術技使用へ
8115F374,AI使用切替
8115F384,命令使用
8115F394,術技設定へ
8115F3A4,ソート
8115F3B0,発動切替
8115F3C0,アビリティ習得へ
8115F3DC,ジャンル切替
8115F3F0,アビリティ習得
8115F408,情報表示
8115F418,アビリティ設定へ
8115F434,表示LV切替
8115F444,料理作成へ
8115F454,食材表示
8115F464,食材表示ON/OFF
8115F478,料理ショートカット設定へ
8115F4A0,ページ切替
8115F4B0,表示切替
8115F4C0,回転
8115F4C8,拡大
8115F4D0,実行作戦決定
8115F4E4,優先行動設定へ
8115F4FC,確定実行ON/OFF
8115F510,基本行動設定へ
8115F528,順番入替
8115F538,確定
8115F540,隊列変更
8115F550,購入
8115F558,個数変更
8115F568,キャラクター選択へ
8115F584,交換
8115F58C,売却
8115F594,切替
8115F59C,初期設定に戻す
8115F5B4,%02d_%02d_Base.pck
8115F5C8,術技
8115F5D0,ＳＬＯＴ１
8115F5E0,ＳＬＯＴ２
8115F5F4,？？？？？
8115F624,バトルブック
8115F94C,コンフィグ
8115F95C,一括
8115F964,速い
8115F96C,普通
8115F974,遅い
8115F97C,あり
8115F984,なし
8115F98C,イージー
8115F99C,ノーマル
8115F9AC,ハード
8115F9B8,アンノウン
8115F9C8,近い
8115F9D0,遠い
8115F9D8,カスタム
8115F9E8,リバース
8115F9F8,Min
8115F9FC,Max
8115FA00,はい
8115FA08,いいえ
8115FA14,[　設定]
8115FA20,通常攻撃
8115FA30,術技
8115FA38,ガード
8115FA44,メニュー
8115FA54,オーバーリミッツ
8115FA70,ターゲット切替
8115FA88,　　 　設定完了
8115FAA0,Menu/Config/VoiceConfig.at9
8115FABC,初期設定に戻しますか？
8115FAE0,料理
8115FAE8,料理ショートカット
8115FB04,料理レシピ
8115FB14,"【%s】発動
%s"
8115FB28,%s
8115FB2C,大ダウン
8115FB3C,小ダウン
8115FB4C,小アップ
8115FB5C,大アップ
8115FB6C,"
%s耐性%s"
8115FB78,料理ができました
8115FB94,料理が美味しくできました！
8115FBBC,"
HP%d％回復"
8115FBCC,"
TP%d％回復"
8115FBDC,"
戦闘不能回復"
8115FBF0,"
HP%d％アップ"
8115FC04,"
TP%d％アップ"
8115FC18,"
物攻%d％アップ"
8115FC30,"
術攻%d％アップ"
8115FC48,"
物防%d％アップ"
8115FC60,"
術防%d％アップ"
8115FC78,"
幸運%dアップ"
8115FC8C,毒
8115FC90,衰弱
8115FC98,麻痺
8115FCA0,恐怖
8115FCA8,石化
8115FCB0,全状態異常
8115FCC0,状態変化
8115FCD0,
8115FCD4,料理が失敗しました
8115FCF0,お腹がいっぱいで食べられません
8115FD64,装備
8115FD6C,武器
8115FD74,体
8115FD78,頭
8115FD7C,装飾
8115FD84,称号
8115FD8C,ＨＰ
8115FD94,ＴＰ
8115FD9C,物攻
8115FDA4,術攻
8115FDAC,物防
8115FDB4,術防
8115FDBC,幸運
8115FDC4,属性
8115FDCC,耐性
8115FDD4,"権利情報が正しくないため
この称号は使用できません。ダウンロードしなおしてください"
8115FE94,アイテム
8115FEA4,ＮＥＷ
8115FEB0,道具
8115FEB8,武器
8115FEC0,防具・体
8115FED0,防具・頭
8115FEE0,装飾
8115FEE8,食材
8115FEF0,貴重品
8115FEFC,ＤＬＣ
8115FF08,はい
8115FF10,いいえ
8115FFB4,%s
8115FFB8,以下のアイテムを入手します
8115FFE0,以下の称号を入手します
81160004,×%d
8116000C,このアイテムを使用しますか？
81160038,%02d_%02d_Base.pck
8116004C,
81160050,"ダウンロードコンテンツの権利情報が正しくないため
ゲームを進行できません。
ゲームを終了し、ダウンロードしなおしてください"
81160104,？
81160108,－－－－－－－－
81160124,？？？？？
81160134,モンスター図鑑
811602AC,物攻
811602B4,術攻
811602BC,物防
811602C4,術防
811602CC,ＴＰを自由に使います
811602EC,ＴＰを２５％残すように術技を使用します
81160328,ＴＰを５０％残すように術技を使用します
81160364,ＴＰを７５％残すように術技を使用します
811603A0,ＴＰを消費する術技を使用しません
811603D4,"オーバーリミッツを使用し、
レイヴＬＶ４以上の時に秘奥義を使用します"
8116043C,"オーバーリミッツを使用し、
レイヴＬＶ３以上の時に秘奥義を使用します"
811604A4,"オーバーリミッツを使用し、
レイヴＬＶ２以上の時に秘奥義を使用します"
8116050C,"オーバーリミッツを使用し、
レイヴＬＶ１以上の時に秘奥義を使用します"
81160574,"オーバーリミッツを使用し、
レイヴに関わらず秘奥義を使用します"
811605D0,オーバーリミッツを使用します
811605FC,オーバーリミッツを使用しません
8116062C,戦闘設定
8116063C,作戦設定
8116064C,隊列設定
8116065C,作戦１
81160668,作戦２
81160674,作戦３
81160680,作戦４
8116068C,実行中
81160698,基本行動
811606A8,ＴＰ消費
811606B8,ＯＶＬ
811606C4,優先行動
811606D4,対象条件
811606E4,自分条件
811606F4,%s
811606F8,%d
811606FC,～
81160700,%d個
81160708,%d％
81160710,アイテムがありません
81160730,対象術技がありません
81160750,LV.1
81160758,LV.2
81160760,LV.3
81160768,LV.4
81160770,ALL
81160774,はい
8116077C,いいえ
81160788,レイヴ
81160794,"「%s」が
解除されますがよろしいですか？"
