0,"((7000,), 'ルカ戦闘不能')"
1,"((7001,), 'イリア戦闘不能')"
2,"((7002,), 'スパーダ戦闘不能')"
3,"((7003,), 'アンジュ戦闘不能')"
4,"((7004,), 'リカルド戦闘不能')"
5,"((7005,), 'エルマーナ戦闘不能')"
6,"((7006,), 'コンウェイ戦闘不能')"
7,"((7007,), 'キュキュ戦闘不能')"
8,"((7008,), '遭遇１００回達成！')"
9,"((7009,), '遭遇２５０回達成！')"
10,"((7010,), '祝５００回達成！')"
11,"((7011,), '遭遇７５０回達成！')"
12,"((7012,), '祝！\u3000遭遇１０００回達成！')"
13,"((7013,), 'コンボ初心者')"
14,"((7014,), 'コンボ茶帯')"
15,"((7015,), 'コンボ初段')"
16,"((7016,), 'コンボ師範代')"
17,"((7017,), 'コンボの達人')"
18,"((7018,), '全員最強を目指せ')"
19,"((7019,), '最強への道のり')"
20,"((7020,), '最強の頂点、未だ見えず')"
21,"((7021,), '最強の中間地点')"
22,"((7022,), '最強集団')"
23,"((7023,), '僕このままで…')"
24,"((7024,), '楽だけど')"
25,"((7025,), 'なまってやがる')"
26,"((7026,), '運動不足')"
27,"((7027,), 'カンが鈍る')"
28,"((7028,), '退屈な日々')"
29,"((7029,), '平穏')"
30,"((7030,), 'えらい、立派、かわいい')"
31,"((7031,), '動きにくい')"
32,"((7034,), '恐怖のうさみみ')"
33,"((6000,), '最後の食事')"
34,"((6004,), 'この時間だけでも')"
35,"((6010,), '暑いのに鍋')"
36,"((6013,), '寒い寒い')"
37,"((6009,), 'その水はどこから？')"
38,"((6011,), '暑いときには冷たいもの')"
39,"((6012,), '寒い熱い')"
40,"((6017,), '辛いのは苦手！')"
41,"((6006,), 'シアンとご飯')"
42,"((6064,), 'コーダの嫌いなものは？')"
43,"((6065,), 'コーダはなぜ太らない？')"
44,"((6005,), '気配り上手')"
45,"((6029,), 'リカルドのおにぎり')"
46,"((6035,), 'リカルドの熱い想い')"
47,"((6032,), '勿体ないは魔法の言葉')"
48,"((6066,), '笑顔のオムライス')"
49,"((6054,), '丸ごと一本バナナカレーを食す')"
50,"((6020,), '絶品サンドウィッチ')"
51,"((6014,), 'うぐっ！？')"
52,"((6018,), 'やきそばパンの思い出')"
53,"((6007,), 'チーズフォンデュ')"
54,"((6027,), '奪われた肉')"
55,"((6063,), 'パックまんを食す')"
56,"((6030,), '好物はシーフードパスタ')"
57,"((6026,), '大人の特権')"
58,"((6051,), '幸せ！')"
59,"((6062,), 'サバみそパスタを食す')"
60,"((6019,), 'なんでサラダ？')"
61,"((6015,), 'ステーキ違い')"
62,"((6042,), '４人でやれば')"
63,"((6037,), 'キノコ食べ放題？')"
64,"((6049,), '困ったときはお互い様１')"
65,"((6050,), '困ったときはお互い様２')"
66,"((6055,), '秘伝野菜汁を飲み干す')"
67,"((6033,), 'プラスマイナスゼロ')"
68,"((6040,), 'セルフやきとり')"
69,"((6038,), '一番大きいのはどれ？')"
70,"((6058,), 'リカルドのハンバーグ')"
71,"((6021,), 'ご機嫌なイリア')"
72,"((6057,), 'スキあり')"
73,"((6047,), 'お好み焼きと不吉な…')"
74,"((6008,), '仁義なき争奪戦')"
75,"((6059,), 'チキンの丸焼きを食す')"
76,"((6060,), '続チキンの丸焼きを食す')"
77,"((6043,), 'ヘルシー？')"
78,"((6048,), '生臭い')"
79,"((6041,), '男のプライド')"
80,"((6052,), 'これはなに？')"
81,"((6046,), 'プリンアラモード？')"
82,"((6053,), '似合わない姿')"
83,"((6056,), 'チョコバナナ天を食す')"
84,"((6028,), 'ホットチョコレートの魔力')"
85,"((6036,), '繊細な味')"
86,"((6039,), '嫌いなものはないの？')"
87,"((6025,), '絞りカスは')"
88,"((6045,), 'タマネギにご注意')"
89,"((6022,), '作るのは得意でも')"
90,"((6023,), '全力拒否')"
91,"((6024,), '幸せ野菜ジュース')"
92,"((6034,), 'おかわりするアンジュ')"
93,"((6067,), '見た目で楽しむ')"
94,"((6061,), 'チーズスープを食す')"
95,"((2000,), '異能者捕縛適応法について')"
96,"((2100,), '大主天について')"
97,"((2101,), '教団って？')"
98,"((2001,), '研究所って？')"
99,"((2030,), 'ミュース族について')"
100,"((2002,), 'ガラムとの戦況')"
101,"((2004,), 'ベルフォルマ家')"
102,"((2003,), '「無恵」について')"
103,"((2005,), 'ミルダ家とベルフォルマ家')"
104,"((2102,), '基地の場所')"
105,"((2103,), '時空のゆがみについて')"
106,"((2006,), '蒸気機関について')"
107,"((2104,), 'コンウェイの興味')"
108,"((2105,), 'ナーオスの立場')"
109,"((2106,), 'コンウェイとの出会い')"
110,"((2009,), '王都の情勢')"
111,"((2010,), 'レグヌムについて')"
112,"((2007,), '枢密院について')"
113,"((2008,), '教団について')"
114,"((2026,), '銃社会について')"
115,"((2011,), 'アンジュの講義')"
116,"((2107,), 'スパーダの記憶')"
117,"((2108,), '無口なコンウェイ')"
118,"((2109,), 'ひとつやふたつ')"
119,"((2012,), 'ナーオスについて')"
120,"((2013,), '南西部開発について')"
121,"((2014,), 'アシハラって？')"
122,"((2029,), '魔物について')"
123,"((2110,), 'ガラム港と鉱山について')"
124,"((2015,), 'ガラムについて')"
125,"((2016,), '火山について')"
126,"((2111,), 'リカルドと仲悪い？')"
127,"((2112,), 'ヘソがピリピリ')"
128,"((2115,), 'キュキュの力')"
129,"((2114,), '「ヘンな」の意味')"
130,"((2113,), 'ゲートについて')"
131,"((2138,), '自称考古学者(訳)')"
132,"((2136,), '自称考古学者')"
133,"((2131,), 'キュキュの正体')"
134,"((2116,), 'キュキュの興味')"
135,"((2117,), '戦艦とキュキュ')"
136,"((2137,), 'それって泥棒？')"
137,"((2017,), 'ガルポスについて')"
138,"((2118,), 'イリアの頭痛')"
139,"((2119,), '幸せの体')"
140,"((2120,), 'アンジュの主義')"
141,"((2018,), '地域の信仰について')"
142,"((2132,), 'コンウェイの知識')"
143,"((2019,), 'グリゴリとガードル')"
144,"((2020,), 'この先について')"
145,"((2121,), 'イリアの本気度')"
146,"((2022,), 'レムレース湿原について')"
147,"((2122,), 'センサスとラティオ')"
148,"((2021,), '戦況について')"
149,"((2123,), 'アスラの親不孝')"
150,"((2133,), 'コンウェイは敵です')"
151,"((2023,), 'テノスについて')"
152,"((2124,), 'アンジュ食いしん坊')"
153,"((2125,), 'アルベールの目的は？')"
154,"((2127,), '南育ち')"
155,"((2126,), '大喜びのキュキュ')"
156,"((2024,), '天空城について')"
157,"((2027,), '飛行船について')"
158,"((2128,), 'イリアの頭痛の種')"
159,"((2129,), '動く石像')"
160,"((2130,), 'サニア村でのイリア')"
161,"((2028,), '戦争について')"
162,"((2025,), '黎明の塔について')"
163,"((2134,), '魂の救済')"
164,"((2135,), '予定外の行動')"
165,"((3000,), 'アスラの剣技')"
166,"((3001,), '成果を問う')"
167,"((3002,), 'ヴリトラの孤独')"
168,"((3003,), 'バルカンについて')"
169,"((3004,), 'なぜ天空城は残っているの？')"
170,"((3005,), '巨人の願い')"
171,"((3006,), '天上界について')"
172,"((3009,), '信仰を集めてどうするの？')"
173,"((3007,), '魂の管理者「死神」')"
174,"((3008,), '神の誕生')"
175,"((3010,), '地上人はどう見られてたの？')"
176,"((3011,), '堕天')"
177,"((3012,), 'なぜ創世力を守っていたの？')"
178,"((3013,), 'ラティオとセンサスの違い')"
179,"((3014,), '魔王')"
180,"((3015,), 'アスラの育ての親')"
181,"((3016,), 'サクヤとの関係')"
182,"((3017,), 'アスラとオリフィエルの同盟')"
183,"((3018,), 'イナンナとイリア')"
184,"((3019,), 'デュランダル出陣')"
185,"((3020,), 'デュランダルとゲイボルグ')"
186,"((3021,), 'デュランダルの作り手')"
187,"((3022,), 'デュランダルの裏切り')"
188,"((3023,), 'オリフィエルの使命')"
189,"((3024,), 'オリフィエルの迷い')"
190,"((3025,), 'オリフィエルの戦術')"
191,"((3026,), 'オリフィエルの願い')"
192,"((3027,), 'オリフィエルとケルベロス')"
193,"((3028,), 'ヒュプノスの仕事')"
194,"((3029,), 'ヒュプノスと兄')"
195,"((3030,), 'ヒュプノスの願い')"
196,"((3031,), 'ヴリトラ誕生')"
197,"((3032,), 'ヴリトラの苦悩')"
198,"((3033,), 'ヴリトラの子離れ')"
199,"((3034,), 'ヴリトラとアスラ')"
