0,name,キャパシティアップ１
0,description,"アビリティをセットする際に消費する
CPの最大値が1増える"
1,name,キャパシティアップ２
1,description,"アビリティをセットする際に消費する
CPの最大値が2増える"
2,name,キャパシティアップ３
2,description,"アビリティをセットする際に消費する
CPの最大値が3増える"
3,name,キャパシティアップ４
3,description,"アビリティをセットする際に消費する
CPの最大値が4増える"
4,name,スペシャル
4,description,"秘められた力を解放し
秘奥義が第二秘奥義になる"
5,name,フレアライズ１
5,description,火属性攻撃のダメージが10%上昇する
6,name,フレアライズ２
6,description,火属性攻撃のダメージが15%上昇する
7,name,フレアライズ３
7,description,火属性攻撃のダメージが20%上昇する
8,name,アクアライズ１
8,description,水属性攻撃のダメージが10%上昇する
9,name,アクアライズ２
9,description,水属性攻撃のダメージが15%上昇する
10,name,アクアライズ３
10,description,水属性攻撃のダメージが20%上昇する
11,name,アースライズ１
11,description,地属性攻撃のダメージが10%上昇する
12,name,アースライズ２
12,description,地属性攻撃のダメージが15%上昇する
13,name,アースライズ３
13,description,地属性攻撃のダメージが20%上昇する
14,name,ウィンドライズ１
14,description,風属性攻撃のダメージが10%上昇する
15,name,ウィンドライズ２
15,description,風属性攻撃のダメージが15%上昇する
16,name,ウィンドライズ３
16,description,風属性攻撃のダメージが20%上昇する
17,name,サンダーライズ１
17,description,雷属性攻撃のダメージが10%上昇する
18,name,サンダーライズ２
18,description,雷属性攻撃のダメージが15%上昇する
19,name,サンダーライズ３
19,description,雷属性攻撃のダメージが20%上昇する
20,name,ライトライズ１
20,description,光属性攻撃のダメージが10%上昇する
21,name,ライトライズ２
21,description,光属性攻撃のダメージが15%上昇する
22,name,ライトライズ３
22,description,光属性攻撃のダメージが20%上昇する
23,name,ダークライズ１
23,description,闇属性攻撃のダメージが10%上昇する
24,name,ダークライズ２
24,description,闇属性攻撃のダメージが15%上昇する
25,name,ダークライズ３
25,description,闇属性攻撃のダメージが20%上昇する
26,name,コンボプラス
26,description,"このアビリティをセットした数だけ
通常攻撃が1回余分に出せる"
27,name,トクギプラス
27,description,"このアビリティをセットした数だけ
特技が1回余分に出せる"
28,name,ヒギプラス
28,description,"このアビリティをセットした数だけ
秘技が1回余分に出せる"
29,name,オウギプラス
29,description,"このアビリティをセットした数だけ
奥義が1回余分に出せる"
30,name,ルートブレイク
30,description,"特技、秘技、奥義の順番を入れ替えて
技を出すことができる"
31,name,リピート
31,description,"トクギプラスなどとの組み合わせで
同じ技を連続して出せるようになる"
32,name,ポイズンアタック
32,description,"通常攻撃ヒット時に
10%の確率で敵を毒にする"
33,name,パラライズアタック
33,description,"通常攻撃ヒット時に
10%の確率で敵を麻痺にする"
34,name,アタックフェイント
34,description,"物理攻撃で敵を
気絶状態にさせやすくなる"
35,name,マジックフェイント
35,description,術攻撃で敵を気絶させやすくなる
36,name,フェイントアップ
36,description,"相手を気絶させたとき
持続時間が50%上昇する"
37,name,ハードショット
37,description,"クリティカル攻撃を当てた際に
敵の仰け反り時間が増加する"
38,name,クリティカル
38,description,"攻撃がクリティカルになる確率が
10%上昇する"
39,name,ダウン１
39,description,"攻撃でダウンさせた敵の
ダウン時間が1.5倍になる"
40,name,ダウン２
40,description,"攻撃でダウンさせた敵の
ダウン時間が2倍になる"
41,name,デストロイ
41,description,攻撃で鋼体を2倍削れるようになる
42,name,カウンターストライク
42,description,"ガードカウンター時の
ダメージが50%上昇する"
43,name,カウンターフェイント
43,description,"ガードカウンター時に
高確率で敵を気絶状態にする"
44,name,ＴＰセーブ１
44,description,術技のTP消費量を10%減少させる
45,name,ＴＰセーブ２
45,description,術技のTP消費量を30%減少させる
46,name,ＴＰセーブ３
46,description,術技のTP消費量を50%減少させる
47,name,ヘビィアタック
47,description,"攻撃術技のTP消費量が2倍になるが
敵に与えるダメージが50%上昇する"
48,name,ヘビィマジック
48,description,"攻撃術の詠唱時間を延ばし
術で与えるダメージを50%上昇させる"
49,name,ライトマジック
49,description,"攻撃術の詠唱時間を短縮するが
術で与えるダメージが50%減少する"
50,name,スピードスペル１
50,description,詠唱時間が5%減少する
51,name,スピードスペル２
51,description,詠唱時間が10%減少する
52,name,スピードスペル３
52,description,詠唱時間が15%減少する
53,name,スペルキープ
53,description,"詠唱キャンセル時、同じ術に限り
中断された状態から詠唱を開始する"
54,name,スペルラッキー
54,description,術の消費TPが20%の確率で0になる
55,name,１ダメージ
55,description,敵に与えるダメージが最大1になる
56,name,クォーターダメージ
56,description,敵に与えるダメージが全て1/4になる
57,name,ハーフダメージ
57,description,敵に与えるダメージが全て1/2になる
58,name,フレアシールド１
58,description,"自分が受ける火属性攻撃の
ダメージを10%減少させる"
59,name,フレアシールド２
59,description,"自分が受ける火属性攻撃の
ダメージを30%減少させる"
60,name,フレアシールド３
60,description,"自分が受ける火属性攻撃の
ダメージを50%減少させる"
61,name,アクアシールド１
61,description,"自分が受ける水属性攻撃の
ダメージを10%減少させる"
62,name,アクアシールド２
62,description,"自分が受ける水属性攻撃の
ダメージを30%減少させる"
63,name,アクアシールド３
63,description,"自分が受ける水属性攻撃の
ダメージを50%減少させる"
64,name,アースシールド１
64,description,"自分が受ける地属性攻撃の
ダメージを10%減少させる"
65,name,アースシールド２
65,description,"自分が受ける地属性攻撃の
ダメージを30%減少させる"
66,name,アースシールド３
66,description,"自分が受ける地属性攻撃の
ダメージを50%減少させる"
67,name,ウィンドシールド１
67,description,"自分が受ける風属性攻撃の
ダメージを10%減少させる"
68,name,ウィンドシールド２
68,description,"自分が受ける風属性攻撃の
ダメージを30%減少させる"
69,name,ウィンドシールド３
69,description,"自分が受ける風属性攻撃の
ダメージを50%減少させる"
70,name,サンダーシールド１
70,description,"自分が受ける雷属性攻撃の
ダメージを10%減少させる"
71,name,サンダーシールド２
71,description,"自分が受ける雷属性攻撃の
ダメージを30%減少させる"
72,name,サンダーシールド３
72,description,"自分が受ける雷属性攻撃の
ダメージを50%減少させる"
73,name,ライトシールド１
73,description,"自分が受ける光属性攻撃の
ダメージを10%減少させる"
74,name,ライトシールド２
74,description,"自分が受ける光属性攻撃の
ダメージを30%減少させる"
75,name,ライトシールド３
75,description,"自分が受ける光属性攻撃の
ダメージを50%減少させる"
76,name,ダークシールド１
76,description,"自分が受ける闇属性攻撃の
ダメージを10%減少させる"
77,name,ダークシールド２
77,description,"自分が受ける闇属性攻撃の
ダメージを30%減少させる"
78,name,ダークシールド３
78,description,"自分が受ける闇属性攻撃の
ダメージを50%減少させる"
79,name,エレメントアヴォイド
79,description,"属性攻撃を受けた際
10%の確率でダメージを0にする"
80,name,ポイズンガード
80,description,毒状態を50%の確率で防止する
81,name,ウィークネスガード
81,description,衰弱状態を50%の確率で防止する
82,name,パラライズガード
82,description,麻痺状態を50%の確率で防止する
83,name,フィアーガード
83,description,恐怖状態を50%の確率で防止する
84,name,ストーンガード
84,description,石化状態を50%の確率で防止する
85,name,オールガード
85,description,"全ての状態異常を
30%の確率で防止する"
86,name,ステータスガード
86,description,状態変化にならなくなる
87,name,フェイントガード
87,description,気絶しなくなる
88,name,ラッキーアヴォイド
88,description,物理ダメージを5%の確率で0にする
89,name,マジックアヴォイド
89,description,"術によるダメージを
5%の確率で0にする"
90,name,アンチマジック
90,description,"自身に対して術の効果が無効になる
回復術も敵の攻撃も補助系も一切無効"
91,name,インバリッドアタック
91,description,"物理攻撃を受けた際
10%の確率で仰け反らなくなる"
92,name,インバリッドマジック
92,description,"術攻撃を受けた際
10%の確率で仰け反らなくなる"
93,name,インバリッドオール
93,description,全ての攻撃に対して仰け反らなくなる
94,name,コンセントレート
94,description,"詠唱中にダメージを受けても
仰け反らなくなる"
95,name,エンデューロ
95,description,ダメージ時の仰け反り時間が減少する
96,name,ガードアップ１
96,description,"ガード時に受ける
ダメージを10%減少させる"
97,name,ガードアップ２
97,description,"ガード時に受ける
ダメージを30%減少させる"
98,name,ガードアップ３
98,description,"ガード時に受ける
ダメージを50%減少させる"
99,name,Ｍガードアップ１
99,description,"マジックガード時に受ける
ダメージを10%減少させる"
100,name,Ｍガードアップ２
100,description,"マジックガード時に受ける
ダメージを30%減少させる"
101,name,Ｍガードアップ３
101,description,"マジックガード時に受ける
ダメージを50%減少させる"
102,name,テクニカルガード
102,description,"ガード時に物理ダメージが1に
ただし、ガードしないと2倍になる"
103,name,テクニカルレジスト
103,description,"マジックガード時に術ダメージが1に
ただし、ガードしないと2倍になる"
104,name,サバイブ
104,description,"ガード状態では攻撃を受けても
必ずHPが1残る"
105,name,カウンターリペアＨＰ
105,description,"ガードカウンター成功時に
HPが10%回復する"
106,name,カウンターリペアＴＰ
106,description,"ガードカウンター成功時に
TPが10%回復する"
107,name,カウンターレイヴ
107,description,"ガードカウンター成功時の
レイヴゲージボーナスが延長される"
108,name,アクティブボディ
108,description,"自身への回復術技や回復アイテムの
HP回復効果が10%上昇する"
109,name,リペアプラス
109,description,"自身が使用する回復術技のみ
HP回復効果が5%上昇する"
110,name,リペアシェア
110,description,"回復術使用時に
使用者のHPが5%回復する"
111,name,ＴＰコンバーター
111,description,"TPが0になった場合、TPの代わりに
HPを消費する。消費量はTPの10倍"
112,name,レイヴアッパー
112,description,"自身の行動時に
レイヴゲージを上昇させやすくする"
113,name,ＯＶＬアッパー
113,description,"自身のOVLゲージを
上昇させやすくする"
114,name,ゲットアングリー
114,description,"自身の攻撃時に
敵の怒り攻撃を発生させやすくする"
115,name,アピーズ
115,description,"自身の攻撃時に
敵の怒り攻撃を発生させにくくする"
116,name,ラッキーキープ
116,description,"10%の確率で戦闘不能にならず
HP1で踏みとどまる"
117,name,リバイバル
117,description,"戦闘不能時に25%の確率で
HP10%の状態で復活する"
118,name,フェニックス
118,description,"戦闘中一度だけ戦闘不能から
HP20%の状態で確実に復活する"
119,name,エンドリペアＨＰ１
119,description,戦闘終了時にHPが10%回復する
120,name,エンドリペアＨＰ２
120,description,戦闘終了時にHPが20%回復する
121,name,エンドリペアＨＰ３
121,description,戦闘終了時にHPが30%回復する
122,name,エンドリペアＴＰ１
122,description,"戦闘終了時に
TPがさらに5%回復する"
123,name,エンドリペアＴＰ２
123,description,"戦闘終了時に
TPがさらに10%回復する"
124,name,エンドリペアＴＰ３
124,description,"戦闘終了時に
TPがさらに15%回復する"
125,name,ブレイクＨＰゲイン
125,description,敵撃破時にHPが5%回復する
126,name,ブレイクＴＰゲイン
126,description,敵撃破時にTPが5%回復する
127,name,エンドＯＶＬゲイン
127,description,"戦闘中ダメージを一切受けなければ
OVLゲージが20%上昇する"
128,name,サブエクス
128,description,"サブパーティーにいても
取得経験値が通常と同じになる"
129,name,エクスキャンセル
129,description,取得経験値が0になる
130,name,ダッシュキャンセル
130,description,"1コンボ中一度のみ進行方向を素早く
2回入力で技連携をリセットする"
131,name,ジャンプキャンセル
131,description,"1コンボ中に上方向の入力で
技連携をリセットする"
132,name,エアリアルジャンプ
132,description,空中でジャンプを1回余分に行える
133,name,ランナー１
133,description,戦闘中の移動速度が速くなる
134,name,ランナー２
134,description,戦闘中の移動速度がより速くなる
135,name,スナッチ１
135,description,"ローバーアイテムの
成功率が少し上昇する"
136,name,スナッチ２
136,description,"ローバーアイテムの
成功率が上昇する"
137,name,スナッチ３
137,description,"ローバーアイテムの
成功率が大きく上昇する"
138,name,スピードアイテム１
138,description,"アイテム使用後の
再使用待ち時間が少し減少する"
139,name,スピードアイテム２
139,description,"アイテム使用後の
再使用待ち時間が減少する"
140,name,スピードアイテム３
140,description,"アイテム使用後の
再使用待ち時間が大きく減少する"
141,name,グミマスター
141,description,"自身が使用する
グミの効果が2倍になる"
142,name,ロストリペアＨＰ
142,description,"味方が戦闘不能になる度に
HPが30%回復する"
143,name,ロストリペアＴＰ
143,description,"味方が戦闘不能になる度に
TPが30%回復する"
144,name,ロストアタック
144,description,"味方が戦闘不能になる度に
物理攻撃力上昇の状態変化になる"
145,name,ロストディフェンス
145,description,"味方が戦闘不能になる度に
物理防御力上昇の状態変化になる"
146,name,ロストマジック
146,description,"味方が戦闘不能になる度に
術攻撃力上昇の状態変化になる"
147,name,ロストレジスト
147,description,"味方が戦闘不能になる度に
術防御力上昇の状態変化になる"
148,name,バーストブロー
148,description,"OVL開始時、周囲の敵を吹き飛ばし
ダメージを与える"
149,name,バーストフェイント
149,description,"OVL開始時、周囲の敵を吹き飛ばし
ダメージを与え、気絶状態にする"
150,name,バーストアブソーブ
150,description,"OVL開始時、周囲の敵を吹き飛ばし
ダメージを与え、自身のHPを回復する"
151,name,エクステンド
151,description,OVL状態の時間が長くなる
152,name,インフィニティ
152,description,"OVL中、すべての術技で
TPを消費しなくなる"
153,name,インスタントスペル
153,description,OVL中、術の詠唱時間が半分になる
154,name,オールイレイズ
154,description,"OVL中、すべての攻撃で
ダメージを受けなくなる"
155,name,アタックバースト
155,description,OVL中、物理攻撃力が20%上昇する
156,name,ディフェンスバースト
156,description,OVL中、物理防御力が20%上昇する
157,name,マジックバースト
157,description,OVL中、術攻撃力が20%上昇する
158,name,レジストバースト
158,description,OVL中、術防御力が20%上昇する
159,name,クリティカルバースト
159,description,OVL中、クリティカル率が20%上昇する
160,name,オーバードライブ
160,description,"OVL中、全ステータスが1.5倍になる
代わりにOVL状態の時間が短くなる"
161,name,ヘビィショット
161,description,"OVL中、攻撃を当てた際の
敵の仰け反り時間が大きく増加する"
162,name,リミットブレイク
162,description,"OVL中、技連携を無視して
すべての攻撃をキャンセルできる"
163,name,ダメージリミッター
163,description,"OVL中、攻撃を受けた際の
OVLゲージの減少を緩和する"
164,name,ダメージプロテクター
164,description,"OVL中、攻撃を受けても
OVLゲージが減少しなくなる"
165,name,リスクアタック
165,description,"HPが25%以下のとき
物理攻撃力が20%上昇する"
166,name,リスクディフェンス
166,description,"HPが25%以下のとき
物理防御力が20%上昇する"
167,name,リスクマジック
167,description,"HPが25%以下のとき
術攻撃力が20%上昇する"
168,name,リスクレジスト
168,description,"HPが25%以下のとき
術防御力が20%上昇する"
169,name,アタックバリュー
169,description,物攻+10%、物防-5%
170,name,アタックカスタム
170,description,物攻+20%、物防・術防-5%
171,name,ディフェンスバリュー
171,description,物防+10%、物攻-5%
172,name,ディフェンスカスタム
172,description,物防+20%、術攻・物攻-5%
173,name,マジックバリュー
173,description,術攻+10%、術防-5%
174,name,マジックカスタム
174,description,術攻+20%、物防・術防-5%
175,name,レジストバリュー
175,description,術防+10%、術攻-5%
176,name,レジストカスタム
176,description,術防+20%、術攻・物攻-5%
177,name,ラックカスタム
177,description,"幸運+5
物攻・術攻・物防・術防-5%"
178,name,気絶半減
178,description,気絶半減
179,name,状態変化確率軽減
179,description,状態変化確率軽減
180,name,TPオール１
180,description,ＴＰ消費１
181,name,アイテム禁止
181,description,アイテム使用禁止
182,name,ランダム戦闘不能
182,description,攻撃を受けるとランダムで戦闘不能
183,name,エスケープ
183,description,逃走時間短縮
184,name,グレードアップ１
184,description,獲得グレードアップ
185,name,グレードアップ２
185,description,獲得グレードアップ
186,name,プロテクトプラス
186,description,鋼体中無敵
187,name,リジェネ
187,description,一定時間ごとにHP回復
188,name,アンデッド
188,description,一定時間で復活
189,name,スピードアップ
189,description,指定ＨＰで移動速度があがる
190,name,ＯＶＬスピード
190,description,ＯＶＬ中に移動速度が上がる
191,name,オールブロック
191,description,攻撃を完全に防ぐ
