"0","0","name","キャパシティアップ１","Capacity Up 1"
"0","0","description","アビリティをセットする際に消費する
CPの最大値が1増える","Increases your max CP by 1."
"0","1","name","キャパシティアップ２","Capacity Up 2"
"0","1","description","アビリティをセットする際に消費する
CPの最大値が2増える","Increases your max CP by 2."
"0","2","name","キャパシティアップ３","Capacity Up 3"
"0","2","description","アビリティをセットする際に消費する
CPの最大値が3増える","Increases your max CP by 3."
"0","3","name","キャパシティアップ４","Capacity Up 4"
"0","3","description","アビリティをセットする際に消費する
CPの最大値が4増える","Increases your max CP by 4."
"0","4","name","スペシャル","Special"
"0","4","description","秘められた力を解放し
秘奥義が第二秘奥義になる","Unlocks your hidden potential, which
grants access to your 2nd Mystic Arte."
"0","5","name","フレアライズ１","Inflame 1"
"0","5","description","火属性攻撃のダメージが10%上昇する","Increases fire-elemental damage by 10%."
"0","6","name","フレアライズ２","Inflame 2"
"0","6","description","火属性攻撃のダメージが15%上昇する","Increases fire-elemental damage by 15%."
"0","7","name","フレアライズ３","Inflame 3"
"0","7","description","火属性攻撃のダメージが20%上昇する","Increases fire-elemental damage by 20%."
"0","8","name","アクアライズ１","Hydrate 1"
"0","8","description","水属性攻撃のダメージが10%上昇する","Increases water-element damage by 10%."
"0","9","name","アクアライズ２","Hydrate 2"
"0","9","description","水属性攻撃のダメージが15%上昇する","Increases water-element damage by 15%."
"0","10","name","アクアライズ３","Hydrate 3"
"0","10","description","水属性攻撃のダメージが20%上昇する","Increases water-element damage by 20%."
"0","11","name","アースライズ１","Mineralize 1"
"0","11","description","地属性攻撃のダメージが10%上昇する","Increases earth-element damage by 10%."
"0","12","name","アースライズ２","Mineralize 2"
"0","12","description","地属性攻撃のダメージが15%上昇する","Increases earth-element damage by 15%."
"0","13","name","アースライズ３","Mineralize 3"
"0","13","description","地属性攻撃のダメージが20%上昇する","Increases earth-element damage by 20%."
"0","14","name","ウィンドライズ１","Aerate 1"
"0","14","description","風属性攻撃のダメージが10%上昇する","Increases wind-element damage by 10%."
"0","15","name","ウィンドライズ２","Aerate 2"
"0","15","description","風属性攻撃のダメージが15%上昇する","Increases wind-element damage by 15%."
"0","16","name","ウィンドライズ３","Aerate 3"
"0","16","description","風属性攻撃のダメージが20%上昇する","Increases wind-element damage by 20%."
"0","17","name","サンダーライズ１","Electrify 1"
"0","17","description","雷属性攻撃のダメージが10%上昇する","Increases lightning-element damage by 10%."
"0","18","name","サンダーライズ２","Electrify 2"
"0","18","description","雷属性攻撃のダメージが15%上昇する","Increases lightning-element damage by 15%."
"0","19","name","サンダーライズ３","Electrify 3"
"0","19","description","雷属性攻撃のダメージが20%上昇する","Increases lightning-element damage by 20%."
"0","20","name","ライトライズ１","Illuminate 1"
"0","20","description","光属性攻撃のダメージが10%上昇する","Increases light-element damage by 10%."
"0","21","name","ライトライズ２","Illuminate 2"
"0","21","description","光属性攻撃のダメージが15%上昇する","Increases light-element damage by 15%."
"0","22","name","ライトライズ３","Illuminate 3"
"0","22","description","光属性攻撃のダメージが20%上昇する","Increases light-element damage by 20%."
"0","23","name","ダークライズ１","Eclipse 1"
"0","23","description","闇属性攻撃のダメージが10%上昇する","Increases dark-elemental damage by 10%."
"0","24","name","ダークライズ２","Eclipse 2"
"0","24","description","闇属性攻撃のダメージが15%上昇する","Increases dark-elemental damage by 15%."
"0","25","name","ダークライズ３","Eclipse 3"
"0","25","description","闇属性攻撃のダメージが20%上昇する","Increases dark-elemental damage by 20%."
"0","26","name","コンボプラス","Combo Plus"
"0","26","description","このアビリティをセットした数だけ
通常攻撃が1回余分に出せる","Adds an extra regular attack for every
iteration of this skill equipped."
"0","27","name","トクギプラス","Base Plus"
"0","27","description","このアビリティをセットした数だけ
特技が1回余分に出せる","Lets you chain an extra base arte for
every iteration of this skill equipped."
"0","28","name","ヒギプラス","Master Plus"
"0","28","description","このアビリティをセットした数だけ
秘技が1回余分に出せる","Lets you chain an extra master arte for
every iteration of this skill equipped."
"0","29","name","オウギプラス","Arcane Plus"
"0","29","description","このアビリティをセットした数だけ
奥義が1回余分に出せる","Lets you chain an extra arcane arte for
every iteration of this skill equipped."
"0","30","name","ルートブレイク","Route Breaker"
"0","30","description","特技、秘技、奥義の順番を入れ替えて
技を出すことができる","You can chain together base, master,
and arcane artes in any order."
"0","31","name","リピート","Repeat"
"0","31","description","トクギプラスなどとの組み合わせで
同じ技を連続して出せるようになる","Lets you repeat the same arte. Must be used
in conjunction with Base/Master/Arcane Plus."
"0","32","name","ポイズンアタック","Toxic Attack"
"0","32","description","通常攻撃ヒット時に
10%の確率で敵を毒にする","10% probability of poisoning an enemy
when a regular hit connects."
"0","33","name","パラライズアタック","Anesthetic Attack"
"0","33","description","通常攻撃ヒット時に
10%の確率で敵を麻痺にする","10% probability of paralyzing an enemy
when a regular hit connects."
"0","34","name","アタックフェイント","Heavy Hit"
